,comment
3612,Show massa legal otimo demais.
3613,Perfeito simplesmente vale a pena.
3614,Aparelho ótimo. Rápido e confiável.
3615,O produto está atrasando mais de 2 meses e ainda não tem previsão de chegada.
3616,Produto oferece o que promete. Satisfeito com a compra.
3617,"São 15 dias de uso contínuo e aparenta ser excelente o aparelho. Até agora, desempenho de processamento e autonomia de bateria são satisfatórios."
3618,Por enquanto está tudo dentro dos conformes.
3619,O produto é de primeira qualidade estou foi satisfeito.
3620,"Muito bom,a única coisa que deixa a desejar é a câmera."
3621,Maravilhoso excelente estou amando.
3622,Maravilhoso. Tinha o redmi 2 e nunca deu defeito. Agora passei para o 8 por questões de maior memória. Top.
3623,"Ótimo, melhor custo benefício."
3624,"Maravilhoso, o melhor celular, em desempenho e bateria dura muito."
3625,Ótimo produto com preço bom. Vale a pena comprar.
3626,Comecei a usar hj. Até agr está td ok.
3627,Muito bom gostei e um aparelho excelente.
3628,Produto atendeu as minhas expectativas.
3629,"Gostei muito, superou as minhas espectativas."
3630,"Bom celular, não tenho que reclamar."
3631,"Top,amei o celular. Recomendo a todos."
3632,Ótimo produto. Rápido e eficiente.
3633,"Excelente celular,estou muito satisfeito com a compra."
3634,Excelente qualidade maravilhoso.
3635,O celular é exatamente o que a xiaomi promete sobre o aparelho.
3636,Muito bom adorei?????????. Veio muito rapio.
3637,Aparentemente muito bom porem não funciona o wifi 5ghz.
3638,"Ótimo custo benefício, era o que estava pensando."
3639,Bom a princípio cumpre o que promete.
3640,"Produto de qualidade, tem muitas ferramentas, câmera com imagens de ótima qualidade."
3641,Otimo custo benefício. Bateria excelente.
3642,Excelente produto. Atende as expectativas!!!.
3643,Excelente custo benefício. Muito satisfeito com o design e performance.
3644,Perfeito como eu imaginava ótimo.
3645,"Superou todas minhas expectativas, podem comprar sem medo!."
3646,"Atendeu minhas espectativas, até o momento não tenho nada reclamar ótimo aparelho."
3647,"Deixa um pouco há desejar na revolução de velocidade, do prosecador,e não é fhd."
3648,Produto muito bonito porém 4 4 g não funciona direito.
3649,"Bom custo benefícios, fácil e prático de manusear."
3650,Muito bom. Edi o considero melhor que o iphone.
3651,Pode comprar sem medo é um celular muito bom.
3652,"Celular muito bom ,uma pena que não vem com fone de ouvido."
3653,"Celular muito bom, vale demais o custo x benefício. Surpreendeu minhas expectativas. Já tinha um xiaomi e gostei ainda mais da marca. Só experiência positiva com a compra."
3654,"Top. Como esperado, nada a reclamar."
3655,Muito bom eu recomendo sempre. At. Dimas.
3656,"Excelente celular, não tenho o que reclamar. Câmera boa e com uma bateria duradoura."
3657,Celular bom e atende minhas necessidades. Ótimo custo x beneficio para quem não precisa utilizar o celular para jogar.
3658,"Bom produto, ainda estou experimentando."
3659,E um produto muinto bom eu já coniesia este depilar desta marca.
3660,Achei um bom produto e bom custo benefício!.
3661,"Ótimo. Estou satisfeito, pelo menos até aqui não tenho o que reclamar."
3662,"Ótimo smartphone. Comprei para jogos e o desenvolvimento dele é maravilhoso. A limpeza de cachê e da memória como um todo é muito rápida, pois o sistema auxilia nessa manutenção. Tem bastante memória, da pra baixar vários aplicativos. Os gráficos dos jogos ficam excelentes."
3663,Muito bom. Mais do imaginava show de bola recomendo.
3664,"Produto vem na caixa, lacrado. Excelente custo benefício. Tela com boa sensibilidade touch screen, memória ram boa, não trava, não demora a abrir os aplicativos. A camera fica um pouco a desejar se comparada com os celulares mais modernos. Mas não chega a ser uma imagem ruim."
3665,Muito bom obrigado pelo produto.
3666,"Muito bom, gostei demais, um produto de ótima qualidade."
3667,Muito bom porem não veio com o fone de ouvido!.
3668,"Maravilhoso estou amando! tempo da bateria é ótimo um designer lindo, tela gostosa vale a pena recomendo."
3669,"Gostei muito. Como não costumo usar pra jogar ou ver vídeos, a bateria dura vários dias."
3670,Maraviso linda e de boa fucionalidade.
3671,Excelente produto. Comprei um pra mim e foi mais do que eu esperava. Agora comprei para o meu pai também. Lindo e eficiente. Recomendo.
3672,"Um otimo celular, atendeu as minhas necessidades, excelente, amei."
3673,"Celular excelente, ótima durabilidade de bateria."
3674,Ótimo!! só faltou o fone de ouvido.
3675,Excelente celular o redmi 8. Estou gostando bastante.
3676,Ótimo produto. Me surpreendo com o desempenho.
3677,"Produto ótimo, super feliz com a aquisicao."
3678,Muito bom porém ruim pra baixar app.
3679,Ótimo produto!! vale muito a pena.
3680,"Preciso que troque o carregador com urgência, pois o mesmo esta esquentando fora do normal. Por favor entre em contato comigo o mai rápido possivel. 31 99786-9582."
3681,"E muito bom, muita capacidade."
3682,Muito bom recomendo a todos do mercado livre.
3683,Ótimo custo benefício. Produto de excelente qualidade.
3684,"Ótima qualidade muito bom, recomendo."
3685,"Excelente, produto muito bom, não tive nenhum problema."
3686,"Muito bom, atendeu todas as minhas expectativas."
3687,Ótimo produto! recomendo a compra.
3688,"Estou gostando muito do produto, tempo da bateria, na verdade estou aprendendo ainda sobre suas funções."
3689,Ótimo excepcional. Para quem quiser um desses pode comprar celular top top.
3690,Show de bola!. Recomendo o aparelho.
3691,Excelente custo benefício. Gostei.
3692,"Excelente, recomendo. Som de qualidade, velocidade, esta me atendendo dentro das minhas necessidades."
3693,"Muito bom,,, ótimo aparelho,,, super recomendo."
3694,"Xiaomi é sem palavras, eu tenho um f1, minha namorada tem um mi9tpro, e esse é pra minha sogra, muito bom, bateria top, processador ótimo, baita celular, depois da apple xiaomi é o mais top."
3695,"Excelente, foi para minha sogra 82 anos está gostando muito."
3696,"Gostei muito,ótimo produto , desing lindo, somente a cor do aparelho que veio trocada pedi preto onix veio azul. Mais não quis fazer a troca porque já estava precisando muito do aparelho."
3697,Ótimo não sei foi um presente pó isso não tenho o que falar.
3698,Atende as necessidades básicas de um celular.
3699,Comprei o aparelho para meu filho. Ele está adorando.
3700,"Este é o segundo aparelho que adquiro da marca xiaomi, e estou simplesmente admirada e satisfeita com a qualidade do produto. Correspondeu a todas as minhas expectativas. Um dos aparelhos eu já tenho á um ano e não trava, a qualidade das câmeras são impressionantes. É perfeito, eu super recomendo!."
3701,Achei que o produto deixa a desejar. Esperava mais. A câmera não é bem nítida.
3702,Ótimo o produto e todos foram atenciosos.
3703,"Muito bom, fácil de usar e excelente custo benefício."
3704,Otimo aparelho. Bateria dura muittoooo.
3705,"Excelente produto, com td certeza indico para outras pessoas."
3706,"Bom produto, só faltou duas coisa nele pra ser ótimo, são elas, vim com o fone de ouvido e com sinal de wifi 5g."
3707,Excelente. Acima do que esperava.
3708,"Gostei muito, a bateria fica muito tempo."
3709,Gostei do tamanho da tela e da qualidade da imagem das fotos.
3710,Ótimo produto.
3711,"Acabamento bom, funcionando certinho. So a resolução da tela que não e boa, mas o consumidor tem estar consciente na hora que for comprar o produto."
3712,"Muito bom, boa câmera, bonito, rápido seu processador, faltou vir um adaptador de tomada para carregar ele e o fone."
3713,"Adorei, produto muito bom câmera ótima recomendo meu marido estar gostando muito."
3714,Ótimo aparelho melhor q esperava.
3715,"Além da expectativa, ótimo produto, eu tinha um iphone e não me arrependo da troca, o único problema foi com o carregador."
3716,Muito bom. A dona gostou muito do aparelho.
3717,Produto muito bom. Atendeu minhas expectativas.
3718,O aparelho está atendendo as expectativas. Todas as funções com atividades normais.
3719,Excelente compra. Recomendo. Muito satisfeito.
3720,Melhor marca de smartphone que já usei.
3721,"Ate o presente momento, 3 semanas de uso esta muito bom, bateria duravel, funçoes inovadoras."
3722,"Excelente qualidade, rapidez, muito bom de manusear."
3723,"Nada a reclamar, tudo dentro do esperado!."
3724,"Produto muito bom, estou satisfeito."
3725,Incrível. Aparelho muito bom recomendo.
3726,Excelente produto recomendo só irei compra. Dessa marca.
3727,"Antes dele eu tinha um xiami note 7, pensava que o note 8 seria mais rápido, mais moderno que o note 7. Ledo engano o note 8 não chega nem nos pés do note 7."
3728,Muito bom o aparelho! eu recomendaria o aparelho pra outras pessoas.
3729,Excelente produto correponde a todas as suas funcionalidades.
3730,Produto mto bom em relação ao preço e benefício.
3731,"Ótimo design, ótima duração de bateria."
3732,"Excelente, bom preço, bonito e funcional, recomendo."
3733,Muito bom obrigado pela atenção.
3734,Maravilhoso lindo muito top. Apenas uma questao falhou nao vem fone de ouvido apenas isso.
3735,"Ótimo desempenho, câmera e facilidade de uso. Recomendadíssimo."
3736,"Ótimo aparelho,recomendo muito!."
3737,"Excelente produto, ótimo estado."
3738,O celular é muito bom! atendeu bem á minha expectativa.
3739,Gostei muito do aparelho. Exelente. Faltou apenas o fone de ouvido e nota fiscal.
3740,"Excelente, funciona muito bem. Minha esposa adorou a surpresa."
3741,"Celular top, bateria de 5000 ampére tem ótimo resultado na autonomia de bateria. E o preço em custo benefício vale sim a pena adquirir, recomendo a todos!."
3742,"Bem abaixo da expectativa, poucos recursos, imagem muito ruim!."
3743,Ótimo produto. Ótimo custo benefício.
3744,"E lindo mais demora pra ligar, não entendo suas funcionalidades, tô testando ele, colocando e-mail para descargar whatsapp."
3745,Nem usei direito celular trava leva maior tempão pra voutar normal.
3746,Muito bom.
3747,Comprei e paguei pelo o azul e veio o cinza.
3748,Minha mãe está gostando bom produto.
3749,Muito ruim desliga sozinho e custa conseguir ligar dinovo. E trava a tela do nada.
3750,Bom.
3751,Top.
3752,Produto muito bom! segura bateria. E as fotos durante o dia são ótimas. A noite também não nos deixa na mão. Mas não comprei para tá tirando fotos e sim para utiliza lo para whatsapp e ligação e está bem servido.
3753,"Muito satisfeito, atendeu minhas expectativas."
3754,Produto muito bom exatamente como eu esperava recomendo 👍.
3755,"Trava muito. Realmente 2 gigas n da mais certo pra celular, alguns aplicativos até fecham."
3756,"Produto de ótima qualidade, super recomendo, compraria novamente se preciso fosse."
3757,Nao gostei muito porque e chines devia ser brasileiro seria melhor.
3758,As características não estão corretas fala que tem bússola mais não tem.
3759,"Celular top. Gostei muito. Ótimo desempenho, camera show de bola. O tamanho e o peso tbm é destaque. Eu já tive o mi 9 se (que está com meu sobrinho hoje) e gostava muito. Concluindo: superou as expectativas."
3760,Tudo perfeito. E acho que não comentaram que as selfies pela câmera da frente tem dois led's (flash) muito top!!!.
3761,"Esse celular é muito diferente dos que eu já tive de outra marca, é muito eficiente, bateria carrega em 45 minutos,a câmera muito top, não esquenta,bem leve, não sei nem como expressar de tão bom que ele é. Eu recomendo a todos que quer um excelente celular."
3762,"Eu errei em não ter lido que não bem com ranhura para mini sd card. Fiquei surpreso com o fato que vem sem. Tudo bem, com a quantidade de memória interna, acho que vai dar pra usar."
3763,"Muito bom ,até o momento não tenho o que dizer , telefone top ,o melhor que ja tive."
3764,Bateria tem pouca durabilidade.
3765,Celular top de mais.
3766,"Aparelho muito bom. Rápido, memória muito boa e a câmera é fantástica. Vale o preço."
3767,"Excelente produto,super rápido,memória ótima."
3768,"Excelente produto, vale a pena."
3769,Custo benefício em questões de película é bem alto.
3770,Gostei bastante.
3771,Excelente celular.
3772,É melhor do que eu esperava estou muito feliz com meu presente que eu mesma me dei de aniversário.
3773,Perfeito.
3774,"Nossa que maravilha de celular,superou minhas expectativas,tou amando usar ele 😍."
3775,Muito bom amei maravilhosa sem palavras 😍.
3776,Excelente custo-benefício.
3777,"Um excelente telefone, dos vários que já tive, disparado o melhor, super indico compraria novamente."
3778,Gostei.
3779,Muito bom mesmo.
3780,"Eu comprei para presente, não sei avaliar."
3781,Celular muito bom.
3782,Muito bom!.
3783,Estou adorando o meu xiaomi 12 lite.
3784,Celular muito bom. Recomendo.
3785,Simplesmente maravilhoso tudo que foi anunciado existe completamente neste aparelho.
3786,"Único defeito, o carregador não é padrão brasileiro."
3787,
3788,"Até o momento o aparelho está me atendendo muitissimamente bem, não deixa nada a desejar em vista dos outros aparelhos. Recomendo."
3789,Trava muito.
3790,Ótimo maravilhosa não tem igual.
3791,Trava muito.
3792,Meu parceiro meu celular.
3793,"Só veio a cor trocada, mais fora isso tudo certo."
3794,Muito bom.
3795,👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻.
3796,"Eu não comprei pra mim mas meu irmão adorou, por ser um aparelho custo benefício é muito bom pelo preço."
3797,N gostei do carregador e diferente pra colocar na tomada.
3798,"Ótimo, melhor entre os que já ti."
3799,Sempre gostei de comprar shamir. Um celular bom de muito durabilidade de bateria.
3800,Carregador não presta.
3801,Muito bom.
3802,Excelente.
3803,Recomendo o produto.
3804,Muito bom.
3805,Um produto boa qualidade e um bom custo recomendo. Comprei para minha filha.
3806,Amei.
3807,Custo benefício ótimo para quem quer um celular pro dia dia recomendo básico e com bom armazenamento e boa memória recomendo.
3808,Muito bom gostei muito.
3809,Muito bom.
3810,"Top , tl muito bom mesmo vale apena comprar pelo preco que eh."
3811,"Não foi para mim, foi para minha mãe, mas até o momento a experiência com ele é muito boa, ela está amando o produto."
3812,"Comprei para dar de presente a minha namorada, ela amou, muito excelente perfeito."
3813,"Muito bom, cumpre com o que está anunciando, câmera boa, funções maravilhosas, eu amei!."
3814,"Bom demais, muito legal, o aparelho sensacional."
3815,O aparelho vem cheio de propagandas e a interface é complicadíssima até pra quem está acostumado a tecnologia.
3816,"Bom equipamento, atendeu às minhas expectativas. Boa aquisição."
3817,"Muito bom , amei!! vale a pena comprar, simplesmente."
3818,Muito bom mmmmmmmmmmmmmmmmmmmmmmmm.
3819,"Gostei muito,é maravilhoso perfeit."
3820,"Perfeito muito bom, atendeu as expectativas."
3821,Excelente gostei muito ótimo celular.
3822,Ótimo custo beneficio! aparelho de ótima qualidade não deixa nada a desejar para aparelhos mais caros.
3823,Ótima qualidade me atendeu bem amei.
3824,Produto muito bom. Funcionando bem.
3825,Uma ótima qualidade a câmara é ótima.
3826,"Muito bom aparelho, e bateria dura em média 35 horas."
3827,Bom de mais alguém que quiser comprar eu recomendaria muito bom.
3828,"Ótimo muito bom, bastante moderno e bonito."
3829,Estou gostando muito dele e muito bom.
3830,Atendeu minhas expectativas. Bom produto!.
3831,"Excelente produto, atendeu as minhas expectativas."
3832,Muito bom msm adorei podem comprar sem medo.
3833,Muito bom chegar rápido gostei muito.
3834,Celular bom para necessidade básica. Achei a câmera escura e ele instala sozinho apps desnecessário.
3835,"Produto exelente,muito bom o produto."
3836,Particularmente está me atendendo muito bem ótimo aparelho.
3837,Excelente até o momento estou satisfeito com o produto.
3838,Excelente produto gostei muito.
3839,Foi pra presente e a presenteada amou o aparelho rapido com bom acabamento e bateria duravel.
3840,E um ótimo celular bom e barato.
3841,"Otima compra, aparelho de boa qualidade atendeu todas as expectativas. Me surpreendeu e recomendo."
3842,Produto top com 128 gb me atende bem. A câmera apesar de ser de 13 mpx e muito boa !. Recomendo o produto ainda mas pelo preço!.
3843,Recomendo a todos produto de ótima qualidade aparelho moderno e completo dentro das realidades de muitos.
3844,"Excelente, ótimo telefone,pelo preço e e tecnologia."
3845,É o terceiro que eu tenho e eu gosto bastante.
3846,"Excelente, porém a câmera não é muito boa."
3847,Muito ruim o áudio não saí fica com problema.
3848,"Sempre bom esse xaomim. Parabens, bateria potente."
3849,Ótimo super de qualidade excelente comprar.
3850,"Bom, rápido, designer bom, tamanho ideal."
3851,Muito bom o celular comprei pra minha avó ela gostou demais obgd.
3852,Gostei só que ele não tem qr cód na leitura do wi-fi e entrada do carregador dele e normal. Tirando isso ele e top.
3853,Toooooooooop. Bem bom pelo preço.
3854,Muito bom atende pra que preciso.
3855,"Produto excelente, me atende muito bem, bom de mais."
3856,"Ótimo produto, já tinha um desse por isso comprei outro da mesma marca."
3857,Excelente superou minhas expectativas.
3858,Tudo certinho. Qualidade xiaomi que dispensa comentários.
3859,Ótimo só faltou o fone de ouvido.
3860,Produto de boa qualidade gostei muito.
3861,Ecelete aparelho muito bom não trava e bateria duradora.
3862,Produto maravilhoso 😍.
3863,"Excelente celular em custo benefício. Rápido, tela boa, câmera muito boa, super funcional e bonito. Não tem defeitos! recomendo para quem está procurando um ótimo aparelho e não quer gastar absurdos!."
3864,Produto excelente. Já tenho um aparelho desse e comprei outro pra dar de presente. Ótimo custo benefício.
3865,"Ainda não testei, porém já conhecendo o produto posso dizer que seja bom, caso apresente alguma anomalia voltarei aqui para dizer."
3866,Gostei muito. Demorei para me adaptar mas estou feliz com ele rsrsrs.
3867,"Um celular excelente que não deixa a pessoa na mão e vale ressaltar que a câmera é boa e memória. Nada a questionar, apenas elogiar."
3868,"Exatamente como esperava. Estou usando há poucas semanas, mas estou bem satisfeito com a compra."
3869,"Original, ainda nao testei pois trata se de um presente."
3870,Bom. Só a câmera que e diferente do note 8 2019. Mas fora isso e bom.
3871,Perfeito!!! ótimo celular.
3872,"Celular maravilhoso, custo benefício,super prático,na verdade eu já tinha um,caiu na água e infelizmente deu perca total,mas comprei outro do mesmo. Super recomendo 👏🏽👏🏽."
3873,Ótima compra vale apena.
3874,"Muito bom , recomendo ,comprei pra minha irmã e ela está apaixonada."
3875,Achei ótimo ! ele é lindo superou minhas expectativas.
3876,"Maravilhosooooo o cell e super atenciosos. Ainda ganhei brinde,. ??????."
3877,"Gostei muito, super recomendo com certeza,vale a pena conhecer."
3878,Excelente produto! não trava e apresenta ótimo desempenho.
3879,Excelente produto e custo benefício. Nenhum problema apresentado.
3880,"Excelente celular, muito bom mesmo. Camera é muito boa, a memória também. Recomendo!."
3881,Ótimo custos beneficio. Recomendo a compra.
3882,"Bom produto, como na descrição."
3883,"Muito bom. Bom, bonito e preço mais acessível."
3884,"Muito bom! tudo direitinho, celular ótimo, melhor custo benefício."
3885,Nota 10 produto e perfeito. Atendeu todas as minha expectativas.
3886,Perfeito exatamente isso que eu queria.
3887,"Bom primeiramente, eu observei que está tendo uma certa divergência ao comprar o produto, como por exemplo se o poco é global ou indiano, no meu caso foi a versão indiana, eu escolhi a cor azul, pelo fato do smartphone estar mais barato do que a cor preta ou amarela, mas eu pensei que seria a mesma versão, no caso global, mas não é. Então se você for comprar e se importa se o poco é indiano ou não, compre os mais caro com a cor preta ou amarela que provavelmente vai ser a versão global. O xiaomi pouco m4 pro é um excelente produto, muito rápido com ótimas câmeras e uma bateria bem parruda. Construção dele é excepcional muito bem acabado. Vale apena! pode comprar sem medo! obs: versão indiana o carregador é com os pino mais grossos é necessário um adaptador pra usá-lo!."
3888,"Sacanagem esse carregador hein, além de ser mais robusto e pesado, os pinos são um pouco mais grossos que a entrada 20a, foi uma luta encaixar ele no adaptador benjamin, tive que dar pancadinhas com o cabo do alicate. 3 estrelas devido esse ""despadrão"" do carregador."
3889,"Bom de câmera, mais travou com pouco dias de uso."
3890,"Hoje é o meu terceiro dia com esse aparelho, estou satisfeitíssimo!. Escolhi ele devido a sua função nfc, bem como pela rapidez proporcionada pelo seu leitor 6gb, que está fazendo a diferença em meu trabalho!. Realmente ele superou as minhas espectativas, e cumpre o que promete, eu super recomendo!."
3891,"Perfeito lindo, vem com capinha e película."
3892,"Celular muito top, carregamento rápido e bateria que dura, a câmera é show, e sem falar que o preço está muiiiiito bom!. Estou gostando bastante deste aparelho."
3893,"Ótimo produto só que veio a versão global indiana,nada q desanime,o aparelho e bom só o carregador e muito fraco não carrega turbo,e essa versão não tem nfc,do resto gostei muito ,recomendo."
3894,"Muito bom, adorei ótimo preço super rápido pra abrir os aplicativos a câmera é maravilhoso super recomendo principalmente pelo preço mais acessível e com os mesmo benefícios de um cel de marca mais conhecida e mais cara."
3895,"Aparelho excelentíssimo, não trava, câmera maravilhosa, lindo. Veio tudo certinho e inclusive gente, tem nota fiscal sim! garanto. Eu amei e super recomendo."
3896,"É um ótimo aparelho, é rápido,tem boas câmeras, a tela é muito boa, a única questão é que é a versão indiana por isso não tem pt-br apenas o pt-pt mais pra mim particularmente não atrapalha nada,o único grande problema nisso é o carregador q vem em um padrão diferente mais não é difícil de achar um adaptador, no geral gostei muito do aparelho não me arrependo da compra."
3897,Camera excelente.
3898,"Gostei muito do produto , porem veio usado , inclusive estava com email da pessoa no celular e isso me desagradou pois pensei estar comprando produto novo. Resolvi ficar com produto pq o valor estava muito bom."
3899,"Simplesmente amei o celular, top, muito bom e lindo tb, é o meu primeiro xiaomi e me surpreendeu."
3900,Muito bom. Recomendo.
3901,Ótimo.
3902,Ótima compra recomendo.
3903,Produto muito bom recomendo muito.
3904,Produto incrível.
3905,"É um dos melhores que eu já comprei ! o custo benefício menor do que muitas marcas, porém é um ótimo celular."
3906,Excelente muito bom.
3907,Ele trava muito e descarrega rápido demais.
3908,"Excelente smartphone, atendeu todas minhas expectativas, gostei."
3909,Esse produto não é versão global.
3910,Smartphone maravilhoso. Não tenho do que reclamar até o momento está perfeito. Eu amei.
3911,Perfeito! sai de um samsung para esse poco estou mais que satisfeito.
3912,Produto péssimo bateria ruim não dura o dia pior poco que tive.
3913,
3914,"Lacre da caixa não é o original , aparelho já veio configurado tirando todo o tesão de comprar um aparelho novo nunca usado e deixando um receio pois é um aparelho de uso pessoal e vendido como novo lacrado e já está com as contas de outra pessoa."
3915,"O celular é ótimo! mas fiquei muito insatisfeita porque o carregador não serve, pois os garfos são muito curtos e grossos, não entram na tomada, já procurei tanto um adaptador que coubesse os garfos do carregador e não encontro! se eu soubesse que não iria encontrar teria devolvido o celular! encontrei uma tomada, mas não vou poder levá-la pra nenhum lugar pra poder carregar quando precisar sair."
3916,"Ótima qualidade, o ir infravermelho me ajuda bastante, só senti faltam do contactles pagamento por aproximação no celular."
3917,Selular bom mais a câmera ainda deixa a desejar.
3918,Ótima qualidade custo benefício perfeito.
3919,Celular perfeito muito bom e custo benefício não trava roda jogo lisinho.
3920,
3921,
3922,"Celular maravilhoso, super rápido, câmera maravilhosa."
3923,Excelente produto.
3924,"Gostei muito do aparelho, eu recomendo."
3925,Bom.
3926,Maravilhoso.
3927,Muito bom recomendo.
3928,Bom.
3929,Achei muito bom único probleminha foi o carregador que não cabe na tomada.
3930,Celular muito bom recomendo bateria boa e muito bom para recepção de sinal de operadora.
3931,"Até agora gostei do celular, tenho apenas dois pontos negativos a citar sobre ele que é, a qualidade da câmera para 64mp eu achei muito ruim, não sei se devo mexer alguma configuração, e outro é a bateria, mas eu utilizo muito o celular e a bateria acaba durando apenas 4h a 6h."
3932,"Aparelho top, recomendo."
3933,"Aparelho incrível, não esquenta ou trava durante o uso."
3934,Muito bom.
3935,"Gostei bastante, o problema é a bateria achei que não dura muito."
3936,Ótimo.
3937,Excelente….
3938,Muito bom.
3939,Atende as expectativas.
3940,Ótimo! só faltou o nfc!.
3941,Atendeu minhas expectativas e necessidades.
3942,Ótimo celular. Custo benefício excelente. É melhor do que outros com valores bem mais elevado. Recomendo.
3943,;muito bom !!.
3944,Muito bommm.
3945,Produto muito bom câmera ótimo adorei.
3946,"Celular de câmera boa, não trava , porém a bateria acaba muito rápido ruim pra sinal e usar internet! não gostei!."
3947,Ótimo produto!.
3948,Produto excelente.
3949,Excelente celular. Fiquei muito satisfeita.
3950,"Foi um presente para o meu filho, e ele amou. Ótimo desempenho, rápido, não trava. Até agora meu filho não reclamou de nada."
3951,Produto excelente!!! comprei para meu marido ele gostou muito pra trabalhar dura muita a bateria qualidade boa.
3952,Ótimo telefone preço justo telefone depende muito do que será aplicado o uso pra minhas pretensões ótimo telefone.
3953,"Ótimo produto, o unico ponto negativo foi o tipo de carregador, não pega em nenhuma tomada, tive que comprar outro, fora esso ótimo produto."
3954,"Telefone sensacional! leve, com todos os recursos e ótimo custo benefício."
3955,"Comprei pra minha cunhada, pois já tenho um poco x3 e já faz um tempo que ao uso celular da xiaomi. Ela está gostando muito!."
3956,"Produto excelente, muito bom mesmo ,e o valor excelente. Recomendo a todos que estão buscando um celular bom e pelo preço ótimo 😘."
3957,Excelente.
3958,Superou minha expectativa telefone muito bom!!. Qualidade de foto exemplar.
3959,Ótimo custo benefício.
3960,"Muito bom, gostei por enquanto estou satisfeita o aparelho ainda não travou kkkk. Carregamento super rápido. Lindo. Poco m4 pro. Recomendo, quando estiver nas minhas condições comprarei um melhor da mesma marca."
3961,Muito bom vale a pena.
3962,Muito bom.
3963,Muito bom o celular.
3964,Muito bom pelo valor pago creio que seja o melhor. Da categoria.
3965,Produto bom de qualidade tudo funcionando perfeitamente. Câmera boa bateria boa.
3966,Adorei super leve bateria e memória ótima tudo ótimo comprem e sejam felizes.
3967,Eu amei. Super recomendo. Camera ótima.
3968,"Roda qualquer jogo, a bateria dura bastante, e é muito barato. Celular muito bom."
3969,"Celular muito top, pra quem veio de um j7 esse e uma máquina, pode compra sem medo."
3970,"O celular é muito bom, meu filho amou😍."
3971,"Produto bom e original e barato, recomendo e o quarto xioami que comprei toda minha família cada um tem um o meu já tem 3 anos e não tou pensando em trocar. Muito bom os aparelhos recomendo."
3972,Melhor custo benefício.
3973,"Muito bom, bateria excelente, no preço."
3974,Ótimo produto.
3975,Muito bom.
3976,Ótimo custo benefício.
3977,Muito boa a bateria dura quase 2 dias e carrega super rápido.
3978,Excelente.
3979,Gostei.
3980,Top demais. Preço justo super indico.
3981,"Comprei o smartphone pensando que 6 giga de ram iriarn me ajudar mas acabei de recer e o mesmo já se encontra travando em simples aplicativos. Realmente não entendi porque muitas pessoas estavam falando bem do aparelho, será que o meu que veio com defeito?."
3982,Bom. Mas a bateria dura muito pouco para um aparelho novo.
3983,Gostei. Mas a bateria poderia ser melhor. O carregamento e bom. Mas não dura como esperado de um celular novo.
3984,"Eu amei o celular, boa resolução da câmera, só tem um pequeno problema eles mandaram um carregador com uma tomada como se eu morasse na índia e eu nem sei se tem adaptador pra ele pq os pinos são bem grossos e nao encaixam nas tomadas do brasil."
3985,Ótimo.
3986,O produto e top.
3987,Um bom celular.
3988,"Não nfc e não filma em 4k fiquei um pouco chateado com essa versão da índia, o celular é bom."
3989,"Ótimo produto,nada a reclamar,valeu a compra."
3990,"Rápido, boa duração de bateria, design bonito, câmera boa e bastante espaço de armazenamento. Único ruim foi o carregador, que veio no padrão indiano, que necessita de adaptador para o padrão brasil."
3991,O celular é excelente!.
3992,Ótimo produto de qualidade pode comprar sem medo.
3993,"Muito bom, já é o segundo da mesma marca que eu compro, antes o note 8, que ainda funciona perfeitamente, recomendo este também!."
3994,Muito bom.
3995,"Qualidade e o custo excelente, surpreende mesmo, valeu a pena!!!."
3996,"Ele é muito bom, a única coisa que desagradou foi ele ser a versão indiana, que o carregador precisa de adaptador e algumas frequências de banda de rede não funciona em alguns lugares."
3997,Produto muito bom pelo preço excelente tá de parabéns.
3998,Ótimo custo benefício.
3999,Ótimo produto.
4000,Muito bom mesmo.
4001,Excelente produto de ótimo qualidade super rápido excelente para qualquer profissão comercial. Grato.
4002,"Ainda estou aprendendo a lidar com ele , até agora tudo certo."
4003,Muito bom mesmo pode comprar.
4004,Top.
4005,Produto de ótima qualidade.
4006,Só faltou nfc para ficar perfeito.
4007,"Excelente, muito prática , super recomendo."
4008,Muito bom.
4009,Otimooo produto estou muito satisfeito.
4010,Bom bonito e barato.
4011,Gostei do produto não tem o que reclama e muito bom.
4012,"Pra quem tá querendo um celular top esse é o celular. Não trava, câmera top adeus samsung xiaomi é tudo de bom."
4013,Muito bom o celular.
4014,Ótimo aparelho.
4015,"O visor de carga da bateria é muito pequeno. Tô ficando velho, não consigo visualizar qual é carga. Ainda não parei para verificar. Talvez tenha uma configuração para mudar o tamanho."
4016,Ok.
4017,"Estou gostando do celular, cumpre bem para o meu dia a dia."
4018,Ótimo celular recomendo.
4019,Bom recomendo.
4020,O celular é ótimo deu as minha expectativa muito bom celular.
4021,Top.
4022,Celular da de 10 a 0 em muitos celulares super caros adorei meu poco m4 pro recomendo.
4023,Maravilhoso!!!!!.
4024,"Gente o celular é muito bom!!!! a câmera é maravilhosa. A bateria dura muuuuito, mais de 24h. A tela é top. Só o carregador que é do pino grosso, mas isso é fácil de resolver."
4025,"Foi comprado para presente, mas como sempre a xiaomi nunca decepisiona!!!!. Celular otimo."
4026,Ótimo muito bom mesmo.
